Mesh,TImax_ROI,TImean_ROI,TImax,PercentileValue_95,PercentileValue_99,PercentileValue_99.9,FocalityValue_50,FocalityValue_75,FocalityValue_90,FocalityValue_95,XYZ_Max
F7_T7 <> T8_Fz,0.0762197679886266,0.0618452286757772,0.36070033880305197,0.15370683378595426,0.19958889884185743,0.24553187773720697,81.94115110871964,13.44339684060662,2.940325755590718,1.6091037372159258,"-45.12,34.09,-40.45"
